"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"NCD age-standardized death rate","","2019","Colombia","Region of the Americas","Females","","292.0885","no data","no data","",
"NCD age-standardized death rate","","2019","Comoros","African Region","Total","","577.9128","no data","no data","",
"NCD age-standardized death rate","","2019","Comoros","African Region","Males","","604.16","no data","no data","",
"NCD age-standardized death rate","","2019","Comoros","African Region","Females","","554.897","no data","no data","",
"NCD age-standardized death rate","","2019","Congo","African Region","Total","","642.8678","no data","no data","",
"NCD age-standardized death rate","","2019","Congo","African Region","Males","","663.8326","no data","no data","",
"NCD age-standardized death rate","","2019","Congo","African Region","Females","","623.5365","no data","no data","",
"NCD age-standardized death rate","","2019","Costa Rica","Region of the Americas","Total","","309.2164","no data","no data","",
"NCD age-standardized death rate","","2019","Costa Rica","Region of the Americas","Males","","362.4313","no data","no data","",
"NCD age-standardized death rate","","2019","Costa Rica","Region of the Americas","Females","","262.7989","no data","no data","",
"NCD age-standardized death rate","","2019","Côte d'Ivoire","African Region","Total","","618.1413","no data","no data","",
"NCD age-standardized death rate","","2019","Côte d'Ivoire","African Region","Males","","703.0725","no data","no data","",
"NCD age-standardized death rate","","2019","Côte d'Ivoire","African Region","Females","","527.4809","no data","no data","",
"NCD age-standardized death rate","","2019","Croatia","European Region","Total","","443.7244","no data","no data","",
"NCD age-standardized death rate","","2019","Croatia","European Region","Males","","581.3058","no data","no data","",
"NCD age-standardized death rate","","2019","Croatia","European Region","Females","","342.3239","no data","no data","",
"NCD age-standardized death rate","","2019","Cuba","Region of the Americas","Total","","431.2169","no data","no data","",
"NCD age-standardized death rate","","2019","Cuba","Region of the Americas","Males","","519.7889","no data","no data","",
"NCD age-standardized death rate","","2019","Cuba","Region of the Americas","Females","","353.8465","no data","no data","",
"NCD age-standardized death rate","","2019","Cyprus","European Region","Total","","284.164","no data","no data","",
"NCD age-standardized death rate","","2019","Cyprus","European Region","Males","","349.0188","no data","no data","",
"NCD age-standardized death rate","","2019","Cyprus","European Region","Females","","229.2958","no data","no data","",
"NCD age-standardized death rate","","2019","Czechia","European Region","Total","","416.7531","no data","no data","",
"NCD age-standardized death rate","","2019","Czechia","European Region","Males","","529.0163","no data","no data","",
"NCD age-standardized death rate","","2019","Czechia","European Region","Females","","327.1101","no data","no data","",
"NCD age-standardized death rate","","2019","Democratic People's Republic of Korea","South-East Asian Region","Total","","597.0314","no data","no data","",
"NCD age-standardized death rate","","2019","Democratic People's Republic of Korea","South-East Asian Region","Males","","764.5534","no data","no data","",
"NCD age-standardized death rate","","2019","Democratic People's Republic of Korea","South-East Asian Region","Females","","494.4928","no data","no data","",
"NCD age-standardized death rate","","2019","Democratic Republic of the Congo","African Region","Total","","652.8546","no data","no data","",
"NCD age-standardized death rate","","2019","Democratic Republic of the Congo","African Region","Males","","731.4922","no data","no data","",
"NCD age-standardized death rate","","2019","Democratic Republic of the Congo","African Region","Females","","583.4764","no data","no data","",
"NCD age-standardized death rate","","2019","Denmark","European Region","Total","","342.9413","no data","no data","",
"NCD age-standardized death rate","","2019","Denmark","European Region","Males","","402.9033","no data","no data","",
"NCD age-standardized death rate","","2019","Denmark","European Region","Females","","291.9355","no data","no data","",
"NCD age-standardized death rate","","2019","Djibouti","Eastern Mediterranean Region","Total","","610.9456","no data","no data","",
"NCD age-standardized death rate","","2019","Djibouti","Eastern Mediterranean Region","Males","","663.1264","no data","no data","",
"NCD age-standardized death rate","","2019","Djibouti","Eastern Mediterranean Region","Females","","560.4148","no data","no data","",
"NCD age-standardized death rate","","2019","Dominican Republic","Region of the Americas","Total","","506.4565","no data","no data","",
"NCD age-standardized death rate","","2019","Dominican Republic","Region of the Americas","Males","","578.9986","no data","no data","",
"NCD age-standardized death rate","","2019","Dominican Republic","Region of the Americas","Females","","440.4556","no data","no data","",
"NCD age-standardized death rate","","2019","Ecuador","Region of the Americas","Total","","364.6559","no data","no data","",
"NCD age-standardized death rate","","2019","Ecuador","Region of the Americas","Males","","410.7808","no data","no data","",
"NCD age-standardized death rate","","2019","Ecuador","Region of the Americas","Females","","325.9237","no data","no data","",
"NCD age-standardized death rate","","2019","Egypt","Eastern Mediterranean Region","Total","","733.7957","no data","no data","",
"NCD age-standardized death rate","","2019","Egypt","Eastern Mediterranean Region","Males","","857.455","no data","no data","",
"NCD age-standardized death rate","","2019","Egypt","Eastern Mediterranean Region","Females","","626.987","no data","no data","",
"NCD age-standardized death rate","","2019","El Salvador","Region of the Americas","Total","","392.6714","no data","no data","",
"NCD age-standardized death rate","","2019","El Salvador","Region of the Americas","Males","","503.7063","no data","no data","",
"NCD age-standardized death rate","","2019","El Salvador","Region of the Americas","Females","","311.7031","no data","no data","",
"NCD age-standardized death rate","","2019","Equatorial Guinea","African Region","Total","","637.1172","no data","no data","",
"NCD age-standardized death rate","","2019","Equatorial Guinea","African Region","Males","","651.0266","no data","no data","",
"NCD age-standardized death rate","","2019","Equatorial Guinea","African Region","Females","","640.158","no data","no data","",
"NCD age-standardized death rate","","2019","Eritrea","African Region","Total","","713.5643","no data","no data","",
"NCD age-standardized death rate","","2019","Eritrea","African Region","Males","","789.7568","no data","no data","",
"NCD age-standardized death rate","","2019","Eritrea","African Region","Females","","644.7965","no data","no data","",
"NCD age-standardized death rate","","2019","Estonia","European Region","Total","","426.4981","no data","no data","",
"NCD age-standardized death rate","","2019","Estonia","European Region","Males","","601.4661","no data","no data","",
"NCD age-standardized death rate","","2019","Estonia","European Region","Females","","309.734","no data","no data","",
"NCD age-standardized death rate","","2019","Eswatini","African Region","Total","","917.1078","no data","no data","",
"NCD age-standardized death rate","","2019","Eswatini","African Region","Males","","1245.313","no data","no data","",
"NCD age-standardized death rate","","2019","Eswatini","African Region","Females","","660.9918","no data","no data","",
"NCD age-standardized death rate","","2019","Ethiopia","African Region","Total","","511.2583","no data","no data","",
"NCD age-standardized death rate","","2019","Ethiopia","African Region","Males","","546.6209","no data","no data","",
"NCD age-standardized death rate","","2019","Ethiopia","African Region","Females","","480.4034","no data","no data","",
"NCD age-standardized death rate","","2019","Fiji","Western Pacific Region","Total","","923.4328","no data","no data","",
"NCD age-standardized death rate","","2019","Fiji","Western Pacific Region","Males","","1084.921","no data","no data","",
"NCD age-standardized death rate","","2019","Fiji","Western Pacific Region","Females","","788.8781","no data","no data","",
"NCD age-standardized death rate","","2019","Finland","European Region","Total","","334.3098","no data","no data","",
"NCD age-standardized death rate","","2019","Finland","European Region","Males","","415.2964","no data","no data","",
"NCD age-standardized death rate","","2019","Finland","European Region","Females","","266.5828","no data","no data","",
"NCD age-standardized death rate","","2019","France","European Region","Total","","290.0675","no data","no data","",
"NCD age-standardized death rate","","2019","France","European Region","Males","","372.8028","no data","no data","",
"NCD age-standardized death rate","","2019","France","European Region","Females","","222.0349","no data","no data","",
"NCD age-standardized death rate","","2019","Gabon","African Region","Total","","613.2721","no data","no data","",
"NCD age-standardized death rate","","2019","Gabon","African Region","Males","","744.2308","no data","no data","",
"NCD age-standardized death rate","","2019","Gabon","African Region","Females","","501.6968","no data","no data","",
"NCD age-standardized death rate","","2019","Gambia","African Region","Total","","595.4962","no data","no data","",
"NCD age-standardized death rate","","2019","Gambia","African Region","Males","","639.2014","no data","no data","",
"NCD age-standardized death rate","","2019","Gambia","African Region","Females","","553.6524","no data","no data","",
"NCD age-standardized death rate","","2019","Georgia","European Region","Total","","695.3605","no data","no data","",
"NCD age-standardized death rate","","2019","Georgia","European Region","Males","","951.9035","no data","no data","",
"NCD age-standardized death rate","","2019","Georgia","European Region","Females","","511.8615","no data","no data","",
"NCD age-standardized death rate","","2019","Germany","European Region","Total","","329.293","no data","no data","",
"NCD age-standardized death rate","","2019","Germany","European Region","Males","","433.1155","no data","no data","",
"NCD age-standardized death rate","","2019","Germany","European Region","Females","","248.3427","no data","no data","",
"NCD age-standardized death rate","","2019","Ghana","African Region","Total","","618.2837","no data","no data","",
"NCD age-standardized death rate","","2019","Ghana","African Region","Males","","694.1458","no data","no data","",
"NCD age-standardized death rate","","2019","Ghana","African Region","Females","","551.0588","no data","no data","",
"NCD age-standardized death rate","","2019","Greece","European Region","Total","","329.0385","no data","no data","",
"NCD age-standardized death rate","","2019","Greece","European Region","Males","","414.9299","no data","no data","",
"NCD age-standardized death rate","","2019","Greece","European Region","Females","","254.1115","no data","no data","",
"NCD age-standardized death rate","","2019","Grenada","Region of the Americas","Total","","617.9438","no data","no data","",
"NCD age-standardized death rate","","2019","Grenada","Region of the Americas","Males","","730.844","no data","no data","",
"NCD age-standardized death rate","","2019","Grenada","Region of the Americas","Females","","522.8364","no data","no data","",
"NCD age-standardized death rate","","2019","Guatemala","Region of the Americas","Total","","496.5364","no data","no data","",
"NCD age-standardized death rate","","2019","Guatemala","Region of the Americas","Males","","558.6871","no data","no data","",
"NCD age-standardized death rate","","2019","Guatemala","Region of the Americas","Females","","444.7312","no data","no data","",
"NCD age-standardized death rate","","2019","Guinea","African Region","Total","","660.1686","no data","no data","",
"NCD age-standardized death rate","","2019","Guinea","African Region","Males","","703.9932","no data","no data","",
"NCD age-standardized death rate","","2019","Guinea","African Region","Females","","632.0603","no data","no data","",
"NCD age-standardized death rate","","2019","Guinea-Bissau","African Region","Total","","672.0589","no data","no data","",
"NCD age-standardized death rate","","2019","Guinea-Bissau","African Region","Males","","769.6534","no data","no data","",
"NCD age-standardized death rate","","2019","Guinea-Bissau","African Region","Females","","604.759","no data","no data","",
"NCD age-standardized death rate","","2019","Guyana","Region of the Americas","Total","","800.5491","no data","no data","",
"NCD age-standardized death rate","","2019","Guyana","Region of the Americas","Males","","895.7816","no data","no data","",
"NCD age-standardized death rate","","2019","Guyana","Region of the Americas","Females","","709.6784","no data","no data","",
"NCD age-standardized death rate","","2019","Haiti","Region of the Americas","Total","","837.3337","no data","no data","",
"NCD age-standardized death rate","","2019","Haiti","Region of the Americas","Males","","827.4023","no data","no data","",
"NCD age-standardized death rate","","2019","Haiti","Region of the Americas","Females","","847.4322","no data","no data","",
"NCD age-standardized death rate","","2019","Honduras","Region of the Americas","Total","","613.4653","no data","no data","",
"NCD age-standardized death rate","","2019","Honduras","Region of the Americas","Males","","613.6968","no data","no data","",
"NCD age-standardized death rate","","2019","Honduras","Region of the Americas","Females","","615.0653","no data","no data","",
"NCD age-standardized death rate","","2019","Hungary","European Region","Total","","554.4997","no data","no data","",
"NCD age-standardized death rate","","2019","Hungary","European Region","Males","","724.2811","no data","no data","",
"NCD age-standardized death rate","","2019","Hungary","European Region","Females","","431.0931","no data","no data","",
"NCD age-standardized death rate","","2019","Iceland","European Region","Total","","304.9298","no data","no data","",
"NCD age-standardized death rate","","2019","Iceland","European Region","Males","","348.6048","no data","no data","",
"NCD age-standardized death rate","","2019","Iceland","European Region","Females","","265.0987","no data","no data","",
"NCD age-standardized death rate","","2019","India","South-East Asian Region","Total","","558.4635","no data","no data","",
"NCD age-standardized death rate","","2019","India","South-East Asian Region","Males","","629.5569","no data","no data","",
"NCD age-standardized death rate","","2019","India","South-East Asian Region","Females","","490.5261","no data","no data","",
"NCD age-standardized death rate","","2019","Indonesia","South-East Asian Region","Total","","660.7458","no data","no data","",
"NCD age-standardized death rate","","2019","Indonesia","South-East Asian Region","Males","","749.6838","no data","no data","",
"NCD age-standardized death rate","","2019","Indonesia","South-East Asian Region","Females","","583.3917","no data","no data","",
"NCD age-standardized death rate","","2019","Iran (Islamic Republic of)","Eastern Mediterranean Region","Total","","445.6564","no data","no data","",
"NCD age-standardized death rate","","2019","Iran (Islamic Republic of)","Eastern Mediterranean Region","Males","","484.3619","no data","no data","",
"NCD age-standardized death rate","","2019","Iran (Islamic Republic of)","Eastern Mediterranean Region","Females","","407.3469","no data","no data","",
"NCD age-standardized death rate","","2019","Iraq","Eastern Mediterranean Region","Total","","610.7923","no data","no data","",
"NCD age-standardized death rate","","2019","Iraq","Eastern Mediterranean Region","Males","","708.3627","no data","no data","",
"NCD age-standardized death rate","","2019","Iraq","Eastern Mediterranean Region","Females","","532.0887","no data","no data","",
"NCD age-standardized death rate","","2019","Ireland","European Region","Total","","326.8401","no data","no data","",
"NCD age-standardized death rate","","2019","Ireland","European Region","Males","","379.4581","no data","no data","",
"NCD age-standardized death rate","","2019","Ireland","European Region","Females","","280.5502","no data","no data","",
"NCD age-standardized death rate","","2019","Israel","European Region","Total","","285.2773","no data","no data","",
"NCD age-standardized death rate","","2019","Israel","European Region","Males","","337.2221","no data","no data","",
"NCD age-standardized death rate","","2019","Israel","European Region","Females","","241.0281","no data","no data","",
"NCD age-standardized death rate","","2019","Italy","European Region","Total","","289.0596","no data","no data","",
"NCD age-standardized death rate","","2019","Italy","European Region","Males","","356.1334","no data","no data","",
"NCD age-standardized death rate","","2019","Italy","European Region","Females","","235.6269","no data","no data","",
"NCD age-standardized death rate","","2019","Jamaica","Region of the Americas","Total","","454.3693","no data","no data","",
"NCD age-standardized death rate","","2019","Jamaica","Region of the Americas","Males","","476.8247","no data","no data","",
"NCD age-standardized death rate","","2019","Jamaica","Region of the Americas","Females","","433.8526","no data","no data","",
"NCD age-standardized death rate","","2019","Japan","Western Pacific Region","Total","","235.3629","no data","no data","",
"NCD age-standardized death rate","","2019","Japan","Western Pacific Region","Males","","310.7195","no data","no data","",
"NCD age-standardized death rate","","2019","Japan","Western Pacific Region","Females","","174.3276","no data","no data","",
"NCD age-standardized death rate","","2019","Jordan","Eastern Mediterranean Region","Total","","441.2215","no data","no data","",
"NCD age-standardized death rate","","2019","Jordan","Eastern Mediterranean Region","Males","","455.0681","no data","no data","",
"NCD age-standardized death rate","","2019","Jordan","Eastern Mediterranean Region","Females","","425.4513","no data","no data","",
"NCD age-standardized death rate","","2019","Kazakhstan","European Region","Total","","620.8768","no data","no data","",
"NCD age-standardized death rate","","2019","Kazakhstan","European Region","Males","","803.8062","no data","no data","",
"NCD age-standardized death rate","","2019","Kazakhstan","European Region","Females","","494.6154","no data","no data","",
"NCD age-standardized death rate","","2019","Kenya","African Region","Total","","587.0545","no data","no data","",
"NCD age-standardized death rate","","2019","Kenya","African Region","Males","","663.4252","no data","no data","",
"NCD age-standardized death rate","","2019","Kenya","African Region","Females","","530.2897","no data","no data","",
"NCD age-standardized death rate","","2019","Kiribati","Western Pacific Region","Total","","1281.429","no data","no data","",
"NCD age-standardized death rate","","2019","Kiribati","Western Pacific Region","Males","","1530.617","no data","no data","",
"NCD age-standardized death rate","","2019","Kiribati","Western Pacific Region","Females","","1094.754","no data","no data","",
"NCD age-standardized death rate","","2019","Kuwait","Eastern Mediterranean Region","Total","","324.4085","no data","no data","",
"NCD age-standardized death rate","","2019","Kuwait","Eastern Mediterranean Region","Males","","369.5099","no data","no data","",
"NCD age-standardized death rate","","2019","Kuwait","Eastern Mediterranean Region","Females","","253.1029","no data","no data","",
"NCD age-standardized death rate","","2019","Kyrgyzstan","European Region","Total","","588.149","no data","no data","",
"NCD age-standardized death rate","","2019","Kyrgyzstan","European Region","Males","","754.8007","no data","no data","",
"NCD age-standardized death rate","","2019","Kyrgyzstan","European Region","Females","","476.3015","no data","no data","",
"NCD age-standardized death rate","","2019","Lao People's Democratic Republic","Western Pacific Region","Total","","699.9042","no data","no data","",
"NCD age-standardized death rate","","2019","Lao People's Democratic Republic","Western Pacific Region","Males","","805.398","no data","no data","",
"NCD age-standardized death rate","","2019","Lao People's Democratic Republic","Western Pacific Region","Females","","610.1246","no data","no data","",
"NCD age-standardized death rate","","2019","Latvia","European Region","Total","","558.6684","no data","no data","",
"NCD age-standardized death rate","","2019","Latvia","European Region","Males","","790.6667","no data","no data","",
"NCD age-standardized death rate","","2019","Latvia","European Region","Females","","408.5913","no data","no data","",
"NCD age-standardized death rate","","2019","Lebanon","Eastern Mediterranean Region","Total","","526.887","no data","no data","",
"NCD age-standardized death rate","","2019","Lebanon","Eastern Mediterranean Region","Males","","635.1251","no data","no data","",
"NCD age-standardized death rate","","2019","Lebanon","Eastern Mediterranean Region","Females","","426.9993","no data","no data","",
"NCD age-standardized death rate","","2019","Lesotho","African Region","Total","","1137.235","no data","no data","",
"NCD age-standardized death rate","","2019","Lesotho","African Region","Males","","1339.813","no data","no data","",
"NCD age-standardized death rate","","2019","Lesotho","African Region","Females","","999.6214","no data","no data","",
"NCD age-standardized death rate","","2019","Liberia","African Region","Total","","506.4478","no data","no data","",
"NCD age-standardized death rate","","2019","Liberia","African Region","Males","","484.3436","no data","no data","",
"NCD age-standardized death rate","","2019","Liberia","African Region","Females","","525.0884","no data","no data","",
"NCD age-standardized death rate","","2019","Libya","Eastern Mediterranean Region","Total","","478.9978","no data","no data","",
"NCD age-standardized death rate","","2019","Libya","Eastern Mediterranean Region","Males","","513.9423","no data","no data","",
"NCD age-standardized death rate","","2019","Libya","Eastern Mediterranean Region","Females","","449.4178","no data","no data","",
"NCD age-standardized death rate","","2019","Lithuania","European Region","Total","","525.0189","no data","no data","",
"NCD age-standardized death rate","","2019","Lithuania","European Region","Males","","744.0026","no data","no data","",
"NCD age-standardized death rate","","2019","Lithuania","European Region","Females","","381.6987","no data","no data","",
"NCD age-standardized death rate","","2019","Luxembourg","European Region","Total","","303.1368","no data","no data","",
"NCD age-standardized death rate","","2019","Luxembourg","European Region","Males","","360.453","no data","no data","",
"NCD age-standardized death rate","","2019","Luxembourg","European Region","Females","","253.1759","no data","no data","",
"NCD age-standardized death rate","","2019","Madagascar","African Region","Total","","665.2159","no data","no data","",
"NCD age-standardized death rate","","2019","Madagascar","African Region","Males","","690.7753","no data","no data","",
"NCD age-standardized death rate","","2019","Madagascar","African Region","Females","","643.2217","no data","no data","",
"NCD age-standardized death rate","","2019","Malawi","African Region","Total","","589.8055","no data","no data","",
"NCD age-standardized death rate","","2019","Malawi","African Region","Males","","712.4332","no data","no data","",
"NCD age-standardized death rate","","2019","Malawi","African Region","Females","","501.0856","no data","no data","",
"NCD age-standardized death rate","","2019","Malaysia","Western Pacific Region","Total","","501.1372","no data","no data","",
"NCD age-standardized death rate","","2019","Malaysia","Western Pacific Region","Males","","558.1262","no data","no data","",
"NCD age-standardized death rate","","2019","Malaysia","Western Pacific Region","Females","","444.2057","no data","no data","",
"NCD age-standardized death rate","","2019","Maldives","South-East Asian Region","Total","","401.9516","no data","no data","",
"NCD age-standardized death rate","","2019","Maldives","South-East Asian Region","Males","","440.2791","no data","no data","",
"NCD age-standardized death rate","","2019","Maldives","South-East Asian Region","Females","","358.86","no data","no data","",
"NCD age-standardized death rate","","2019","Mali","African Region","Total","","611.4051","no data","no data","",
"NCD age-standardized death rate","","2019","Mali","African Region","Males","","604.0909","no data","no data","",
"NCD age-standardized death rate","","2019","Mali","African Region","Females","","617.699","no data","no data","",
"NCD age-standardized death rate","","2019","Malta","European Region","Total","","314.681","no data","no data","",
"NCD age-standardized death rate","","2019","Malta","European Region","Males","","377.5741","no data","no data","",
"NCD age-standardized death rate","","2019","Malta","European Region","Females","","262.4","no data","no data","",
"NCD age-standardized death rate","","2019","Mauritania","African Region","Total","","476.2182","no data","no data","",
"NCD age-standardized death rate","","2019","Mauritania","African Region","Males","","444.6688","no data","no data","",
"NCD age-standardized death rate","","2019","Mauritania","African Region","Females","","500.0702","no data","no data","",
"NCD age-standardized death rate","","2019","Mauritius","African Region","Total","","581.4777","no data","no data","",
"NCD age-standardized death rate","","2019","Mauritius","African Region","Males","","718.0318","no data","no data","",
"NCD age-standardized death rate","","2019","Mauritius","African Region","Females","","468.6872","no data","no data","",
"NCD age-standardized death rate","","2019","Mexico","Region of the Americas","Total","","464.8334","no data","no data","",
"NCD age-standardized death rate","","2019","Mexico","Region of the Americas","Males","","542.4791","no data","no data","",
"NCD age-standardized death rate","","2019","Mexico","Region of the Americas","Females","","399.3739","no data","no data","",
"NCD age-standardized death rate","","2019","Micronesia (Federated States of)","Western Pacific Region","Total","","1171.389","no data","no data","",
"NCD age-standardized death rate","","2019","Micronesia (Federated States of)","Western Pacific Region","Males","","1326.997","no data","no data","",
"NCD age-standardized death rate","","2019","Micronesia (Federated States of)","Western Pacific Region","Females","","1027.138","no data","no data","",
"NCD age-standardized death rate","","2019","Mongolia","Western Pacific Region","Total","","939.1735","no data","no data","",
"NCD age-standardized death rate","","2019","Mongolia","Western Pacific Region","Males","","1230.574","no data","no data","",
"NCD age-standardized death rate","","2019","Mongolia","Western Pacific Region","Females","","721.3273","no data","no data","",
"NCD age-standardized death rate","","2019","Montenegro","European Region","Total","","603.134","no data","no data","",
"NCD age-standardized death rate","","2019","Montenegro","European Region","Males","","746.8741","no data","no data","",
"NCD age-standardized death rate","","2019","Montenegro","European Region","Females","","488.8108","no data","no data","",
"NCD age-standardized death rate","","2019","Morocco","Eastern Mediterranean Region","Total","","643.9508","no data","no data","",
"NCD age-standardized death rate","","2019","Morocco","Eastern Mediterranean Region","Males","","695.4525","no data","no data","",
"NCD age-standardized death rate","","2019","Morocco","Eastern Mediterranean Region","Females","","599.8763","no data","no data","",
"NCD age-standardized death rate","","2019","Mozambique","African Region","Total","","778.6395","no data","no data","",
"NCD age-standardized death rate","","2019","Mozambique","African Region","Males","","990.7798","no data","no data","",
"NCD age-standardized death rate","","2019","Mozambique","African Region","Females","","634.0209","no data","no data","",
"NCD age-standardized death rate","","2019","Myanmar","South-East Asian Region","Total","","673.704","no data","no data","",
"NCD age-standardized death rate","","2019","Myanmar","South-East Asian Region","Males","","822.3564","no data","no data","",
"NCD age-standardized death rate","","2019","Myanmar","South-East Asian Region","Females","","565.6211","no data","no data","",
"NCD age-standardized death rate","","2019","Namibia","African Region","Total","","627.8507","no data","no data","",
"NCD age-standardized death rate","","2019","Namibia","African Region","Males","","807.5314","no data","no data","",
"NCD age-standardized death rate","","2019","Namibia","African Region","Females","","509.5385","no data","no data","",
"NCD age-standardized death rate","","2019","Nepal","South-East Asian Region","Total","","602.6794","no data","no data","",
"NCD age-standardized death rate","","2019","Nepal","South-East Asian Region","Males","","673.5441","no data","no data","",
"NCD age-standardized death rate","","2019","Nepal","South-East Asian Region","Females","","543.5753","no data","no data","",
"NCD age-standardized death rate","","2019","Netherlands (Kingdom of the)","European Region","Total","","319.9304","no data","no data","",
"NCD age-standardized death rate","","2019","Netherlands (Kingdom of the)","European Region","Males","","367.1537","no data","no data","",
"NCD age-standardized death rate","","2019","Netherlands (Kingdom of the)","European Region","Females","","279.6524","no data","no data","",
"NCD age-standardized death rate","","2019","New Zealand","Western Pacific Region","Total","","308.857","no data","no data","",
"NCD age-standardized death rate","","2019","New Zealand","Western Pacific Region","Males","","354.2965","no data","no data","",
"NCD age-standardized death rate","","2019","New Zealand","Western Pacific Region","Females","","269.262","no data","no data","",
"NCD age-standardized death rate","","2019","Nicaragua","Region of the Americas","Total","","546.8134","no data","no data","",
"NCD age-standardized death rate","","2019","Nicaragua","Region of the Americas","Males","","674.6503","no data","no data","",
"NCD age-standardized death rate","","2019","Nicaragua","Region of the Americas","Females","","449.1676","no data","no data","",
"NCD age-standardized death rate","","2019","Niger","African Region","Total","","599.6858","no data","no data","",
"NCD age-standardized death rate","","2019","Niger","African Region","Males","","625.398","no data","no data","",
"NCD age-standardized death rate","","2019","Niger","African Region","Females","","575.7934","no data","no data","",
"NCD age-standardized death rate","","2019","Nigeria","African Region","Total","","530.1731","no data","no data","",
"NCD age-standardized death rate","","2019","Nigeria","African Region","Males","","549.8797","no data","no data","",
"NCD age-standardized death rate","","2019","Nigeria","African Region","Females","","512.2692","no data","no data","",
"NCD age-standardized death rate","","2019","North Macedonia","European Region","Total","","733.6896","no data","no data","",
"NCD age-standardized death rate","","2019","North Macedonia","European Region","Males","","856.7304","no data","no data","",
"NCD age-standardized death rate","","2019","North Macedonia","European Region","Females","","629.7965","no data","no data","",
"NCD age-standardized death rate","","2019","Norway","European Region","Total","","291.3124","no data","no data","",
"NCD age-standardized death rate","","2019","Norway","European Region","Males","","338.5509","no data","no data","",
"NCD age-standardized death rate","","2019","Norway","European Region","Females","","250.6409","no data","no data","",
"NCD age-standardized death rate","","2019","Oman","Eastern Mediterranean Region","Total","","683.6013","no data","no data","",
"NCD age-standardized death rate","","2019","Oman","Eastern Mediterranean Region","Males","","738.3082","no data","no data","",
"NCD age-standardized death rate","","2019","Oman","Eastern Mediterranean Region","Females","","625.8045","no data","no data","",
"NCD age-standardized death rate","","2019","Pakistan","Eastern Mediterranean Region","Total","","753.4131","no data","no data","",
"NCD age-standardized death rate","","2019","Pakistan","Eastern Mediterranean Region","Males","","789.1426","no data","no data","",
"NCD age-standardized death rate","","2019","Pakistan","Eastern Mediterranean Region","Females","","716.2377","no data","no data","",
"NCD age-standardized death rate","","2019","Panama","Region of the Americas","Total","","333.7239","no data","no data","",
"NCD age-standardized death rate","","2019","Panama","Region of the Americas","Males","","392.8928","no data","no data","",
"NCD age-standardized death rate","","2019","Panama","Region of the Americas","Females","","281.2629","no data","no data","",
"NCD age-standardized death rate","","2019","Papua New Guinea","Western Pacific Region","Total","","837.5351","no data","no data","",
"NCD age-standardized death rate","","2019","Papua New Guinea","Western Pacific Region","Males","","958.7365","no data","no data","",
"NCD age-standardized death rate","","2019","Papua New Guinea","Western Pacific Region","Females","","727.048","no data","no data","",
"NCD age-standardized death rate","","2019","Paraguay","Region of the Americas","Total","","447.0505","no data","no data","",
"NCD age-standardized death rate","","2019","Paraguay","Region of the Americas","Males","","529.3201","no data","no data","",
"NCD age-standardized death rate","","2019","Paraguay","Region of the Americas","Females","","369.9363","no data","no data","",
"NCD age-standardized death rate","","2019","Peru","Region of the Americas","Total","","302.7007","no data","no data","",
"NCD age-standardized death rate","","2019","Peru","Region of the Americas","Males","","326.7234","no data","no data","",
"NCD age-standardized death rate","","2019","Peru","Region of the Americas","Females","","281.6867","no data","no data","",
"NCD age-standardized death rate","","2019","Philippines","Western Pacific Region","Total","","713.631","no data","no data","",
"NCD age-standardized death rate","","2019","Philippines","Western Pacific Region","Males","","900.6956","no data","no data","",
"NCD age-standardized death rate","","2019","Philippines","Western Pacific Region","Females","","581.6903","no data","no data","",
"NCD age-standardized death rate","","2019","Poland","European Region","Total","","441.6346","no data","no data","",
"NCD age-standardized death rate","","2019","Poland","European Region","Males","","589.7883","no data","no data","",
"NCD age-standardized death rate","","2019","Poland","European Region","Females","","327.956","no data","no data","",
"NCD age-standardized death rate","","2019","Portugal","European Region","Total","","317.5592","no data","no data","",
"NCD age-standardized death rate","","2019","Portugal","European Region","Males","","417.217","no data","no data","",
"NCD age-standardized death rate","","2019","Portugal","European Region","Females","","240.1596","no data","no data","",
"NCD age-standardized death rate","","2019","Qatar","Eastern Mediterranean Region","Total","","650.1274","no data","no data","",
"NCD age-standardized death rate","","2019","Qatar","Eastern Mediterranean Region","Males","","530.8186","no data","no data","",
"NCD age-standardized death rate","","2019","Qatar","Eastern Mediterranean Region","Females","","779.3495","no data","no data","",
"NCD age-standardized death rate","","2019","Republic of Korea","Western Pacific Region","Total","","237.0526","no data","no data","",
"NCD age-standardized death rate","","2019","Republic of Korea","Western Pacific Region","Males","","316.5493","no data","no data","",
"NCD age-standardized death rate","","2019","Republic of Korea","Western Pacific Region","Females","","174.64","no data","no data","",
"NCD age-standardized death rate","","2019","Republic of Moldova","European Region","Total","","637.9902","no data","no data","",
"NCD age-standardized death rate","","2019","Republic of Moldova","European Region","Males","","815.5556","no data","no data","",
"NCD age-standardized death rate","","2019","Republic of Moldova","European Region","Females","","507.5413","no data","no data","",
"NCD age-standardized death rate","","2019","Romania","European Region","Total","","555.2721","no data","no data","",
"NCD age-standardized death rate","","2019","Romania","European Region","Males","","720.4903","no data","no data","",
"NCD age-standardized death rate","","2019","Romania","European Region","Females","","424.3268","no data","no data","",
"NCD age-standardized death rate","","2019","Russian Federation","European Region","Total","","619.5153","no data","no data","",
